alpha,macro_f1,is_degenerate_alpha
0.0,0.994876917953841,False
0.05,0.994876917953841,False
0.1,0.994876917953841,False
0.15,0.994876917953841,False
0.2,0.994876917953841,False
0.25,0.994876917953841,False
0.3,0.994876917953841,False
0.35,0.994876917953841,False
0.4,0.994876917953841,False
0.45,0.994876917953841,False
0.5,0.9483257544439851,True
0.55,0.994876917953841,False
0.6,0.994876917953841,False
0.65,0.994876917953841,False
0.7,0.994876917953841,False
0.75,0.994876917953841,False
0.8,0.994876917953841,False
0.85,0.994876917953841,False
0.9,0.994876917953841,False
0.95,0.994876917953841,False
1.0,0.994876917953841,False
